title,description,category,resolution,priority
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3317 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6423 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 7809 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 2859 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3165 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 7650 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 3881 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4852 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3153 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 8819 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 1515 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 8404 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 9904 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 1465 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 8352 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 1113 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 4693 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 9145 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 1556 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
